gen_name,bus_id,bus_name,lat,lon,capacity_mw,bus_voltage_kv,eia860_status,available,ts_column_name,source,state
generator-350079-5330992541,350079,2BRADLEY_350079,37.758343,-89.057482,2,69.0,Proposed,true,,EIA_MMWG_FUZZY,IL
generator-350079-2133671659,350079,2BRADLEY_350079,37.750571,-89.085297,1.3,69.0,Operable,true,,EIA_MMWG_FUZZY,IL
generator-350207-6738504143,350207,4BALDWINSIPC,38.203536,-89.853939,68.4,138.0,Operable,true,,EIA_ONLY,IL
generator-350240-4106347156,350240,1BALDWINTT_350240,38.177396,-89.853883,2,12.5,Operable,true,,EIA_MMWG_FUZZY,IL
generator-617512-1369965322,617512,GRE-LENA TP8,42.35681,-89.88398,2,69.0,Operable,true,,EIA_MMWG_EXACT,IL
generator-629013-4126691969,629013,NCLNTN12_629013,41.85691,-90.15885,2,12.5,Operable,true,,EIA_MMWG_FUZZY,IL
generator-629013-5518835974,629013,NCLNTN12_629013,41.822595,-90.131166,2,12.5,Operable,true,,EIA_MMWG_FUZZY,IL
generator-629013-6621214931,629013,NCLNTN12_629013,41.8344,-90.1452,4.3,12.5,Proposed,true,,EIA_MMWG_FUZZY,IL
generator-629013-2515285702,629013,NCLNTN12_629013,41.854,-90.1171,2.3,12.5,Proposed,true,,EIA_MMWG_FUZZY,IL
generator-630561-7873648087,630561,KNGSTN R_630561,40.9199,-90.9484,1.4,69.0,Operable,true,,EIA_MMWG_FUZZY,IL
generator-631068-1675616958,631068,YORK   5_631068,41.993718,-90.110768,1.5,161.0,Operable,true,,EIA_MMWG_FUZZY,IL
generator-636661-7320913202,636661,SUB 31 5_636661,41.793,-90.032,2,161.0,Operable,true,,EIA_MMWG_FUZZY,IL
generator-638091-9546248120,638091,GENESEO8,41.451494,-90.148547,1.2,69.0,Operable,true,,EIA_MMWG_EXACT,IL
generator-680051-6041300310,680051,SCALES M_680051,42.436665,-90.179581,1.2,69.0,Operable,true,,EIA_MMWG_FUZZY,IL
generator-693948-4554277970,693948,RICHMOND_693948,42.461344,-88.27943,2,69.0,Operable,true,,EIA_MMWG_FUZZY,IL
generator-693948-1376982014,693948,RICHMOND_693948,42.461345,-88.279431,2,69.0,Operable,true,,EIA_MMWG_FUZZY,IL
generator-693948-4333512559,693948,RICHMOND_693948,42.441266,-88.303669,2,69.0,Proposed,true,,EIA_MMWG_FUZZY,IL
generator-693949-2802013378,693949,COBB69_693949,42.46209,-88.61188,2,69.0,Operable,true,,EIA_MMWG_FUZZY,IL
generator-693949-9333756809,693949,COBB69_693949,42.480175,-88.599161,2,69.0,Operable,true,,EIA_MMWG_FUZZY,IL
generator-693949-9695807621,693949,COBB69_693949,42.480175,-88.599161,2,69.0,Operable,true,,EIA_MMWG_FUZZY,IL
