gen_name,bus_id,bus_name,lat,lon,capacity_mw,bus_voltage_kv,eia860_status,available,ts_column_name,source,state
generator-314785-7848036747,314785,2DANLTWN_314785,36.841728,-77.910507,3,69.0,Proposed,true,,EIA_MMWG_FUZZY,VA
generator-314791-5418399235,314791,3BRND DP_314791,38.102168,-78.923431,5,115.0,Operable,true,,EIA_MMWG_FUZZY,VA
generator-314798-4835425008,314798,3MERCK5_314798,38.383222,-78.643688,2.1,115.0,Operable,true,NO_TS,EI_EIA2PF,VA
generator-314802-9296336582,314802,3GROTOES,38.314898,-78.744628,50,115.0,Proposed,true,,EIA_MMWG_FUZZY,VA
generator-314808-1215259772,314808,3NO RVER,38.448519,-78.800731,150,115.0,Retired/Canceled,false,,EIA_MMWG_FUZZY,VA
generator-314810-8116511535,314810,6STAUNTN_314810,38.100152,-78.964714,2.9,230.0,Operable,true,,EIA_MMWG_FUZZY,VA
generator-314810-5205236286,314810,6STAUNTN_314810,38.0945,-78.9595,3,230.0,Proposed,true,,EIA_MMWG_FUZZY,VA
generator-314828-1879029179,314828,6CHCKT_1,36.880181,-76.609312,20,230.0,Proposed,true,,EIA_MMWG_FUZZY,VA
generator-314839-5082824963,314839,3BUST TAP_314839,37.906257,-79.403869,2.5,115.0,Operable,true,,EIA_MMWG_FUZZY,VA
generator-314846-8941370979,314846,3FAIRFLD,37.895877,-79.33531,140,115.0,Proposed,true,,EIA_MMWG_FUZZY,VA
generator-314849-8969073269,314849,3GOSHEN_314849,37.99997,-79.56874,5,115.0,Operable,true,,EIA_MMWG_FUZZY,VA
generator-314889-5090484632,314889,3MERCK_1_314889,38.3836,-78.6528,2.5,115.0,Retired/Canceled,false,,EIA_MMWG_FUZZY,VA
generator-314914-5658659025,314914,8MDLTHAN_314914,37.46754,-77.733521,5,500.0,Proposed,true,,EIA_MMWG_FUZZY,VA
generator-314934-9975392141,314934,8SPOTSYL,38.247123,-77.786223,20,500.0,Operable,true,,EIA_ONLY,VA
generator-315219-4101640601,315219,1CUNINGD_315219,37.8893,-78.323,5,22.0,Operable,true,,EIA_MMWG_FUZZY,VA
generator-315608-7245393367,315608,3AA2-088SOLA_315608,36.614,-77.166,100,115.0,Operable,true,generator-315608-7245393367,EI_EIA2PF,VA
generator-315616-9024843738,315616,AA1-038_C_315616,37.878085,-79.396921,5,0.69,Operable,true,,EIA_MMWG_FUZZY,VA
generator-316003-1346978987,316003,AC1-222 GEN_316003,36.839909,-78.938199,64.7,0.6,Operable,true,generator-316003-1346978987,EI_EIA2PF,VA
generator-316006-6400428033,316006,AB2-029 C_316006,36.72,-77.66,20.20516458730292,230.0,,true,generator-316006-6400428033,EI_MMWG,VA
generator-316033-5218066057,316033,AB2-134 GEN_316033,37.138889,-76.902222,142.4,0.63,Operable,true,generator-316033-5218066057,EI_EIA2PF,VA
generator-316034-1426543497,316034,AC1-036 C_316034,37.018427,-78.581272,13.8,115.0,Operable,true,generator-316034-1426543497,EI_EIA2PF,VA
generator-316034-6338637679,316034,AC1-036 C,37.04,-78.58,167,115.0,Proposed,true,,EIA_MMWG_FUZZY,VA
generator-316035-1625123072,316035,AC1-116 C_316035,37.87,-78.52,12.595856501246748,230.0,,true,generator-316035-1625123072,EI_MMWG,VA
generator-316036-5749072602,316036,AC1-147 C_316036,36.65,-76.35,20,115.0,Operable,true,generator-316036-5749072602,EI_EIA2PF,VA
generator-316037-7717996458,316037,AC1-158 MAIN,38.247123,-77.786223,165,500.0,Operable,true,,EIA_ONLY,VA
generator-316044-6353086067,316044,AC1-158 C1_316044,38.247123,-77.786223,75,0.6,Operable,true,generator-316044-6353086067,EI_EIA2PF,VA
generator-316045-4266108791,316045,AC1-158 C2_316045,38.247123,-77.786223,240,0.6,Operable,true,generator-316045-4266108791,EI_EIA2PF,VA
generator-316059-1258511496,316059,AD1-063 C_316059,37.57245,-76.46734,15,230.0,Operable,true,generator-316059-1258511496,EI_EIA2PF,VA
generator-316072-5408447207,316072,AD1-144_316072,36.79,-76.67,15,230.0,Operable,true,generator-316072-5408447207,EI_EIA2PF,VA
generator-316075-6516274956,316075,AC2-137 C_316075,37.52364,-77.26358,20,230.0,Operable,true,NO_TS,EI_EIA2PF,VA
generator-316077-8381116439,316077,AC2-138 C_316077,38.006741,-76.606956,14,115.0,Operable,true,NO_TS,EI_EIA2PF,VA
generator-316085-8363388552,316085,3IVORY LANE,36.6867,-77.558,100,115.0,Operable,true,,EIA_ONLY,VA
generator-316087-5278122027,316087,AB2-174 GEN_316087,36.64,-77.57,80,0.4,Operable,true,NO_TS,EI_EIA2PF,VA
generator-316093-5763200131,316093,AE2-104_GEN,36.676484,-76.585876,70,0.39,Proposed,true,,EIA_MMWG_EXACT,VA
generator-316116-4839553917,316116,AC1-105 MAIN,36.789678,-79.0,95,115.0,Proposed,true,,EIA_MMWG_EXACT,VA
generator-316123-2451501708,316123,AC1-075 G1_316123,37.016375,-79.027061,80,0.63,Operable,true,NO_TS,EI_EIA2PF,VA
generator-316131-2952778884,316131,AB2-060 GEN_316131,36.85,-78.45,80,0.63,Operable,true,NO_TS,EI_EIA2PF,VA
generator-316132-3988467829,316132,AB2-190 C_316132,37.26,-77.08,150,0.63,Operable,true,NO_TS,EI_EIA2PF,VA
generator-316159-6986084617,316159,AE1-175 C_316159,37.35,-76.76,19.9,230.0,Operable,true,NO_TS,EI_EIA2PF,VA
generator-316164-9847987139,316164,AC1-076 GEN_316164,38.28775,-77.840046,62.5,0.6,Operable,true,NO_TS,EI_EIA2PF,VA
generator-316165-7921284213,316165,AC1-164 MAIN,37.4371,-77.1587,120,230.0,Proposed,true,,EIA_MMWG_FUZZY,VA
generator-316181-3428646859,316181,AB2-040 GEN_316181,36.59,-77.67,80,0.6,Operable,true,NO_TS,EI_EIA2PF,VA
generator-316185-6248538128,316185,AD1-033 GEN_316185,36.7,-76.1647,70,0.6,Operable,true,NO_TS,EI_EIA2PF,VA
generator-316192-3275227880,316192,AB2-158 GEN_316192,38.015735,-78.043131,88.2,230.0,Operable,true,NO_TS,EI_EIA2PF,VA
generator-316197-8750003845,316197,AC1-042 GEN_316197,36.942634,-79.192804,42,0.39,Operable,true,NO_TS,EI_EIA2PF,VA
generator-316214-2258505399,316214,AC1-145 MAIN,36.817763,-79.23328,60,69.0,Proposed,true,,EIA_MMWG_FUZZY,VA
generator-316217-6384066125,316217,AC1-145 GEN_316217,36.931378,-79.358743,50,0.6,Operable,true,NO_TS,EI_EIA2PF,VA
generator-316223-6474024461,316223,AC1-118_316223,38.077,-76.786,20,230.0,Operable,true,NO_TS,EI_EIA2PF,VA
generator-316223-4653343342,316223,AC1-118,38.093,-76.799,2,230.0,Operable,true,,EIA_MMWG_EXACT,VA
generator-316236-6415834073,316236,AE1-162_GEN_316236,36.89,-76.71,20,230.0,Operable,true,NO_TS,EI_EIA2PF,VA
generator-316246-7259550062,316246,AF1-032 C_316246,36.660483,-76.56093,15,230.0,Operable,true,NO_TS,EI_EIA2PF,VA
generator-316248-8301005498,316248,AF1-058 C_316248,36.681547,-78.885955,20,115.0,Operable,true,NO_TS,EI_EIA2PF,VA
generator-316257-6740011724,316257,AC1-043 C_316257,38.427261,-77.907868,100,115.0,Proposed,true,NO_TS,EI_EIA2PF,VA
generator-316258-3662438985,316258,AE1-075 C_316258,37.567,-77.9271,18,230.0,Proposed,true,NO_TS,EI_EIA2PF,VA
generator-316280-8071142921,316280,AD1-041 GEN_316280,37.56189,-76.605373,54.9,0.55,Operable,true,NO_TS,EI_EIA2PF,VA
generator-316290-5574038883,316290,AC1-161 MAIN,37.017425,-76.743986,208.2,500.0,Proposed,true,,EIA_MMWG_FUZZY,VA
generator-316305-3549184420,316305,AF2-043 C_316305,36.692197,-76.578558,20,230.0,Operable,true,NO_TS,EI_EIA2PF,VA
generator-316312-8210132616,316312,AB1-027_316312,37.665975,-77.207725,25,230.0,Operable,true,NO_TS,EI_EIA2PF,VA
generator-316313-2869180798,316313,AB2-026_316313,37.523,-77.934,17,230.0,Operable,true,NO_TS,EI_EIA2PF,VA
generator-316314-8360268995,316314,AB2-024 C_316314,37.49004,-77.061597,20,230.0,Proposed,true,NO_TS,EI_EIA2PF,VA
generator-316316-3590787883,316316,AC1-027 C_316316,36.789753,-76.051419,17.6,115.0,Operable,true,NO_TS,EI_EIA2PF,VA
generator-316322-3511368108,316322,AB2-045_316322,37.5064,-78.381,20,230.0,Operable,true,NO_TS,EI_EIA2PF,VA
generator-316322-5937309909,316322,AB2-045,37.5,-78.5,74.9,230.0,Proposed,true,,EIA_MMWG_FUZZY,VA
generator-316322-5463391985,316322,AB2-045,37.72839,-78.451875,149.5,230.0,Proposed,true,,EIA_MMWG_FUZZY,VA
generator-316332-5712110849,316332,AE1-084 COL1_316332,38.0249,-79.0335,3,34.5,Proposed,true,,EIA_MMWG_FUZZY,VA
generator-316337-7306396593,316337,AD2-073 GEN_316337,38.007488,-76.744034,19.9,230.0,Operable,true,NO_TS,EI_EIA2PF,VA
generator-316369-8555658564,316369,AC1-216 GEN_316369,37.173916,-76.919245,97.9,34.5,Operable,true,NO_TS,EI_EIA2PF,VA
generator-316375-8829378389,316375,AC2-012 GEN_316375,36.685103,-76.29661,132,0.6,Operable,true,NO_TS,EI_EIA2PF,VA
generator-316381-4846725167,316381,AD1-082 GEN_316381,37.020784,-77.12265,118,0.55,Operable,true,NO_TS,EI_EIA2PF,VA
